"","ClaimDate","ClaimAmount"
"939","2023-12-20",1265.74
"940","2023-04-23",5807.51
"941","2023-06-05",2813.15
"942","2023-01-31",5586.36
"943","2023-02-12",6549.06
"944","2024-05-17",8314.44
"945","2023-05-22",2143.57
"946","2023-09-11",208.86
"947","2024-03-25",1455.17
"948","2024-03-02",9010.18
"949","2024-01-27",8751.51
"950","2023-09-07",6014.39
"951","2024-07-03",6045.12
"952","2023-08-27",6683.86
"953","2024-04-04",1836.18
"954","2022-11-03",9152.68
"955","2022-12-20",4245.83
"956","2022-08-19",3893.07
"957","2023-07-19",5237.29
"958","2022-09-28",564.96
"959","2024-03-09",1746.21
"960","2023-01-14",7406.53
"961","2023-04-26",919.71
"962","2023-06-01",6071.21
"963","2022-08-19",2528.96
"964","2023-03-05",3954.03
"965","2023-05-23",2958.07
"966","2023-11-04",3621.16
"967","2023-11-27",7218.55
"968","2022-07-09",3041.5
"969","2023-03-16",5707.41
"970","2023-01-19",4812.9
"971","2023-02-13",6670.34
"972","2022-07-14",9374.61
"973","2022-12-30",7352.46
"974","2022-12-28",2227.91
"975","2023-08-14",408.71
"976","2022-12-25",2696.41
"977","2023-01-16",5991.27
"978","2023-02-12",609.12
"979","2023-11-18",5014.03
"980","2023-03-26",6008.74
"981","2022-09-05",3409.01
"982","2023-06-26",7732.03
"983","2024-03-03",1155.32
"984","2023-08-17",843.86
"985","2022-11-10",7309.07
"986","2024-06-27",5005.36
"987","2024-02-28",6915.18
"988","2022-12-02",4404.79
"989","2023-01-29",2539.38
"990","2023-02-13",8209.11
"991","2023-02-02",8014.22
"992","2023-11-21",6977.5
"993","2023-06-26",2794.24
"994","2022-08-27",5943.28
"995","2024-02-14",3673.64
"996","2022-07-17",1006.66
"997","2024-03-01",9181.4
"998","2023-07-20",1454.5
"999","2022-12-22",9507.35
"1000","2024-04-16",4515.46
"1001","2023-07-12",1932.82
"1002","2024-03-15",5464.82
"1003","2024-02-09",8742.16
"1004","2022-09-09",7349.03
"1005","2023-09-26",8084.96
"1006","2024-03-29",6621.96
"1007","2023-05-23",6953.54
"1008","2024-02-21",8507.04
"1009","2024-05-13",2571.71
"1010","2023-08-12",4945.31
"1011","2023-08-23",2289.97
"1012","2023-09-17",9877.91
"1013","2023-12-05",9446.19
"1014","2022-11-25",490.33
"1015","2022-07-31",7085.19
"1016","2024-05-18",9259.96
"1017","2024-04-18",1887.7
"1018","2022-08-19",5722.66
"1019","2023-10-17",9163.33
"1020","2024-04-26",436.07
"1021","2023-09-29",7004.46
"1022","2022-08-13",3043.76
"1023","2023-09-26",9251.52
"1024","2023-07-17",9713.48
"1025","2023-11-06",9448.24
"1026","2024-06-19",4794.72
"1027","2023-12-30",8634.22
"1028","2022-09-01",8461.04
"1029","2022-07-14",3259.09
"1030","2023-07-24",8306.26
"1031","2024-06-20",466.38
"1032","2024-03-25",6003.07
"1033","2024-05-31",2377.09
"1034","2023-07-08",1293.61
"1035","2024-04-01",861.84
"1036","2022-09-06",6993.26
"1037","2024-05-22",3464.76
"1038","2022-10-17",7275.19
"1039","2023-09-17",747.03
"1040","2024-06-09",3221.37
"1041","2022-12-20",5440.96
"1042","2023-03-15",7928.16
"1043","2022-09-04",3255.65
"1044","2022-08-07",6296.32
"1045","2023-11-05",8871.18
"1046","2023-06-06",6197.05
"1047","2022-09-28",2406.3
"1048","2023-01-02",341.57
"1049","2023-09-06",8713.98
"1050","2024-01-23",310.57
"1051","2023-01-03",8759.55
"1052","2022-07-22",5336.48
"1053","2022-09-29",9396.77
"1054","2023-12-23",8007.95
"1055","2022-11-26",9979.55
"1056","2024-02-05",3572.05
"1057","2023-10-20",7695.16
"1058","2023-11-03",4079.12
"1059","2023-08-05",4850.77
"1060","2022-12-03",6312.3
"1061","2024-03-09",8749.4
"1062","2022-11-23",9842.43
"1063","2024-04-06",7705.91
"1064","2024-05-06",4235.89
"1065","2023-01-02",4271.43
"1066","2022-09-14",7402.06
"1067","2023-07-17",2463.89
"1068","2023-01-29",1193.69
"1069","2023-08-10",3610.76
"1070","2022-12-28",2943.67
"1071","2023-03-12",3033.45
"1072","2024-06-08",2412.72
"1073","2023-09-20",516.72
"1074","2023-09-02",276.95
"1075","2023-01-04",9878.45
"1076","2023-01-18",4334.95
"1077","2024-03-23",3904.83
"1078","2022-07-26",6828.51
"1079","2024-05-06",2260.71
"1080","2022-10-21",9504.62
"1081","2023-04-16",7884.82
"1082","2023-12-08",985.17
"1083","2022-09-04",4234.05
"1084","2023-03-02",8803.27
"1085","2022-08-11",9452.85
"1086","2022-08-10",4727.27
"1087","2023-05-21",6172.77
"1088","2022-07-25",1753.64
"1089","2023-12-16",9912.57
"1090","2024-04-30",2393.55
"1091","2023-12-15",9433.04
"1092","2023-06-14",6531.5
"1093","2023-06-10",6116.59
"1094","2024-04-12",5175.62
"1095","2022-11-22",2383.63
"1096","2023-03-17",1847.63
"1097","2022-10-26",2282.81
"1098","2024-04-29",1945.74
"1099","2024-02-26",7817.89
"1100","2024-06-13",3566.24
"1101","2024-02-27",672.64
"1102","2023-02-15",9694.12
"1103","2022-12-09",8849.48
"1104","2023-11-19",9284.75
"1105","2024-05-15",9949.59
"1106","2024-05-02",1821.56
"1107","2023-09-02",4022.8
"1108","2023-02-28",7606.56
"1109","2023-02-03",6990.6
"1110","2024-02-29",1623.57
"1111","2023-04-25",8176.75
"1112","2023-06-10",2321.96
"1113","2022-09-14",2315.79
"1114","2023-12-31",5416.05
"1115","2023-05-25",5970.11
"1116","2023-10-12",5842.85
"1117","2023-05-05",1005.72
"1118","2024-01-16",8786.86
"1119","2024-06-30",2729.44
"1120","2023-08-20",1382.2
"1121","2022-10-03",8898.61
"1122","2024-01-06",9560.95
"1123","2024-03-09",8635.06
"1124","2022-08-17",8114.21
"1125","2023-09-28",6586.9
"1126","2024-05-29",5553.49
"1127","2023-04-26",961.17
"1128","2023-09-09",4143.69
"1129","2024-01-08",3789.62
"1130","2024-06-30",2671.56
"1131","2023-02-17",7261.86
"1132","2023-08-19",5009.17
"1133","2023-10-29",902.36
"1134","2024-01-05",2279.81
"1135","2023-07-10",6864.26
"1136","2023-03-28",853.7
"1137","2023-05-13",8526.95
"1138","2022-09-26",5001.95
"1139","2023-08-19",4857.81
"1140","2022-10-03",5964.84
"1141","2024-05-31",8264.34
"1142","2024-02-14",3543.31
"1143","2022-09-10",6812.36
"1144","2022-07-15",5700.75
"1145","2022-07-16",2743.58
"1146","2022-08-12",8798.44
"1147","2022-07-29",7994.52
"1148","2022-12-04",6618.67
"1149","2022-09-28",8520.76
"1150","2023-07-12",8686.21
"1151","2022-10-16",7112.79
"1152","2023-11-22",8386.43
"1153","2024-01-03",7004.97
"1154","2024-03-19",6833.39
"1155","2023-07-16",6224.25
"1156","2024-06-29",7551.89
"1157","2022-11-23",1670.19
"1158","2022-09-11",8820.62
"1159","2023-09-15",8731.25
"1160","2022-07-15",389.55
"1161","2023-05-24",8275.59
"1162","2024-04-10",1375.81
"1163","2023-11-10",3417.68
"1164","2024-02-17",7460.73
"1165","2023-10-09",1691.52
"1166","2024-03-20",8197.87
"1167","2023-08-19",8338.13
"1168","2022-12-11",5123.93
"1169","2024-01-28",163.22
"1170","2023-09-29",2941.68
"1171","2023-04-15",6207.58
"1172","2022-08-03",9813.74
"1173","2022-12-17",6354.95
"1174","2023-11-17",2672.06
"1175","2024-06-21",6376.66
"1176","2023-07-10",5445.86
"1177","2022-10-27",7820.47
"1178","2024-06-19",1159.11
"1179","2022-07-15",7634.18
"1180","2022-08-15",5458.54
"1181","2024-06-24",9633.62
"1182","2023-02-25",3484.53
"1183","2023-08-28",6362.96
"1184","2023-12-16",9327.08
"1185","2024-06-22",1114.85
"1186","2024-05-16",9378.56
"1187","2023-07-14",6910.07
"1188","2022-08-24",771.59
"1189","2022-07-11",3079.54
"1190","2023-07-05",7110.9
"1191","2023-03-10",766.77
"1192","2022-08-06",5863.49
"1193","2024-04-13",3524.24
"1194","2023-05-26",6247.06
"1195","2022-09-24",552.85
"1196","2023-12-10",8728.21
"1197","2023-09-04",9737.54
"1198","2024-02-29",9691.89
"1199","2022-09-03",7521.55
"1200","2023-03-20",1387.85
"1201","2022-08-05",7606.81
"1202","2023-04-05",343.41
"1203","2023-04-26",319.02
"1204","2023-05-17",3303.74
"1205","2023-12-28",4937.57
"1206","2022-07-15",7727.03
"1207","2023-01-10",6864.62
"1208","2023-10-08",4514.44
"1209","2024-05-15",2808.9
"1210","2023-06-28",9971.53
"1211","2023-09-02",4319.19
"1212","2022-07-31",4568.73
"1213","2022-11-06",1719.88
"1214","2022-12-15",7968.61
"1215","2023-09-22",6967.45
"1216","2022-09-03",2285.62
"1217","2024-01-18",915.57
"1218","2024-03-28",6836.94
"1219","2024-01-04",6579.66
"1220","2022-11-28",2805.27
"1221","2023-02-01",9513.55
"1222","2024-06-16",1595.47
"1223","2024-03-02",4380.11
"1224","2022-10-07",9441.8
"1225","2024-04-16",4255.3
"1226","2024-05-21",6421.41
"1227","2024-06-27",4036.18
"1228","2022-12-13",2814.73
"1229","2022-10-26",9841.38
"1230","2024-05-16",4152.41
"1231","2023-12-25",8951.58
"1232","2024-01-02",2376.55
"1233","2022-11-01",2209.74
"1234","2024-03-13",408.23
"1235","2024-01-16",6551.5
"1236","2022-11-04",3748.41
"1237","2023-01-09",8657.15
"1238","2024-05-18",4784.78
"1239","2022-12-05",9685.11
"1240","2023-01-27",1936.7
"1241","2023-07-27",8699.37
"1242","2024-05-08",7788.31
"1243","2023-11-26",7732.13
"1244","2022-12-05",8463.35
"1245","2024-02-03",7634.14
"1246","2022-08-16",6299.58
"1247","2023-07-08",1399.32
"1248","2022-11-28",422.01
"1249","2023-02-24",9216.39
"1250","2022-09-22",6204.84
"1251","2024-02-10",7985.72
"1252","2022-09-15",4867.07
"1253","2023-12-01",1261.35
"1254","2024-01-16",1339.34
"1255","2024-04-18",6887.1
"1256","2024-02-24",4360.03
"1257","2022-11-04",2085.19
"1258","2023-06-16",4966.79
"1259","2024-03-02",735.67
"1260","2023-08-13",5861.52
"1261","2023-02-08",2763.03
"1262","2023-07-24",7995.84
"1263","2023-09-23",3172.58
"1264","2022-11-18",4606.68
"1265","2022-11-20",215.04
"1266","2022-12-04",817.22
"1267","2022-10-12",3985.69
"1268","2024-05-09",4851.39
"1269","2023-09-13",6040.2
"1270","2022-08-21",2987.46
"1271","2023-10-13",6980.32
"1272","2022-07-10",8615.21
"1273","2024-07-08",7820.52
"1274","2023-11-17",492.23
"1275","2023-07-27",4857.02
"1276","2023-11-09",1138.81
"1277","2022-12-28",2496.25
"1278","2023-06-29",9867.96
"1279","2023-09-04",1510.71
"1280","2023-07-20",5038.99
"1281","2024-06-15",6219.74
"1282","2023-11-13",7054.4
"1283","2024-06-18",5640.52
"1284","2022-09-22",196.73
"1285","2024-06-26",3331.97
"1286","2024-01-28",5225.35
"1287","2022-11-18",969.88
"1288","2023-05-31",3571.21
"1289","2023-08-25",428.71
"1290","2023-05-21",877.93
"1291","2024-01-16",4029.54
"1292","2022-12-20",1413.89
"1293","2023-09-14",5718.65
"1294","2023-12-04",6925.7
"1295","2024-03-17",8025.81
"1296","2023-12-27",2081.49
"1297","2023-02-14",1758.08
"1298","2024-01-02",1135.22
"1299","2022-08-16",6400.66
"1300","2022-12-31",7094.11
"1301","2023-12-19",412.7
"1302","2023-04-07",9368.5
"1303","2023-05-12",614.52
"1304","2023-06-18",5458.83
"1305","2023-11-25",7119.7
"1306","2024-01-22",8722.59
"1307","2022-08-21",7169.46
"1308","2023-11-18",8037.11
"1309","2023-08-08",3460.56
"1310","2023-12-09",8166.77
"1311","2022-11-07",893.14
"1312","2023-04-01",8958.68
"1313","2023-01-21",5521.16
"1314","2022-10-15",8191.25
"1315","2022-11-14",4577.95
"1316","2023-12-27",6471.42
"1317","2023-07-17",5311.39
"1318","2023-11-18",7342.74
"1319","2023-01-10",908.14
"1320","2024-01-24",697.49
"1321","2023-03-29",2546.32
"1322","2023-09-15",1679.49
"1323","2023-11-30",8730.66
"1324","2023-06-23",2270.22
"1325","2024-02-17",9761.07
"1326","2023-12-25",3435.27
"1327","2024-01-23",1902.97
"1328","2022-08-08",7918.02
"1329","2023-10-13",6621.21
"1330","2023-02-22",5032.14
"1331","2022-11-19",5598.1
"1332","2023-08-05",7220.1
"1333","2023-11-09",2361.7
"1334","2023-07-21",9963.71
"1335","2024-04-19",9750.45
"1336","2023-12-08",6538.22
"1337","2023-12-03",2075.47
"1338","2023-05-20",6834.26
"1339","2024-02-19",814.76
"1340","2023-06-29",403.46
"1341","2024-02-29",2651.06
"1342","2024-06-17",4679.97
"1343","2023-07-21",8695.9
"1344","2023-03-05",7298.97
"1345","2022-10-08",7452.79
"1346","2024-05-04",4312.38
"1347","2022-12-21",3524.76
"1348","2023-08-18",3773.28
"1349","2023-03-27",9877.73
"1350","2023-09-19",497.08
"1351","2024-06-21",8683.61
"1352","2024-02-09",5828.89
"1353","2023-11-15",4442.29
"1354","2024-06-18",7280.05
"1355","2022-11-12",4918.02
"1356","2024-06-02",8746.89
"1357","2024-06-09",9016.95
"1358","2024-03-21",4275.04
"1359","2024-05-01",2840.6
"1360","2023-11-19",5964.27
"1361","2023-02-01",9132.4
"1362","2023-07-20",2185.56
"1363","2022-09-07",6267.37
"1364","2023-03-11",6352.45
"1365","2022-12-24",7357.82
"1366","2024-04-05",1402.52
"1367","2022-07-12",7186.67
"1368","2023-03-21",9099.42
"1369","2022-08-19",1878.86
"1370","2023-11-16",2451.68
"1371","2023-05-17",9716.81
"1372","2023-05-28",1891.67
"1373","2022-08-16",8558.41
"1374","2023-04-06",4973.55
"1375","2023-06-06",2547.59
"1376","2022-09-04",8720.42
"1377","2024-02-28",4508.52
"1378","2022-09-26",5196.69
"1379","2024-05-11",3656.41
"1380","2023-01-12",5970.21
"1381","2022-12-30",1718.89
"1382","2023-11-10",3971.71
"1383","2023-01-27",9697.18
"1384","2023-04-26",2655.52
"1385","2023-05-25",6601.69
"1386","2022-12-18",3319.38
"1387","2024-02-23",7757.38
"1388","2023-12-23",1395.65
"1389","2023-11-08",9701.23
"1390","2023-04-01",4592.52
"1391","2022-12-11",2436.9
"1392","2024-05-19",827.62
"1393","2024-05-29",1780.6
"1394","2022-10-25",5245.76
"1395","2024-06-16",3436.33
"1396","2024-02-16",8305.95
"1397","2023-06-03",4365.79
"1398","2024-06-24",2562.27
"1399","2023-08-21",6209.74
"1400","2023-11-18",7097.09
"1401","2024-04-08",1753.71
"1402","2023-05-18",1759.43
"1403","2023-12-02",463.05
"1404","2022-10-21",7390.38
"1405","2022-09-06",6671.66
"1406","2023-10-22",4798.85
"1407","2023-04-15",8457.29
"1408","2023-05-06",8076.13
"1409","2023-05-13",5895.01
"1410","2023-08-05",8695.89
"1411","2022-10-07",2137.83
"1412","2024-03-04",1208
"1413","2022-09-24",2770.52
"1414","2024-04-17",665.16
"1415","2023-08-26",5358.58
"1416","2022-08-23",9372.4
"1417","2023-10-21",489.5
"1418","2024-03-29",1308.89
"1419","2024-02-20",4576.77
"1420","2023-08-08",9345.36
"1421","2024-02-05",3229.95
"1422","2023-11-07",5121.62
"1423","2023-11-21",511.57
"1424","2023-04-03",1568.6
"1425","2023-09-08",9867.64
"1426","2022-12-17",9654.68
"1427","2024-07-05",148.91
"1428","2024-06-14",9522.94
"1429","2023-10-13",6427.29
"1430","2022-10-28",8692.39
"1431","2024-03-17",4601.92
"1432","2024-04-14",5204.4
"1433","2022-12-16",4939.58
"1434","2024-07-01",6701.96
"1435","2024-04-13",1482.55
"1436","2024-02-01",396.74
"1437","2023-11-10",3148.51
"1438","2023-09-21",7076.34
"1439","2024-06-15",2098.35
"1440","2023-11-23",6766.98
"1441","2024-01-29",9702.13
"1442","2022-07-14",1029.62
"1443","2024-07-03",6758.76
"1444","2023-10-10",4493.13
"1445","2023-09-22",8694.61
"1446","2023-06-18",1853.78
"1447","2022-11-22",6957
"1448","2023-06-10",8397.34
"1449","2022-12-06",9451.68
"1450","2023-04-27",6864.16
"1451","2024-06-30",5022.03
"1452","2022-08-10",6216.69
"1453","2023-09-06",8702.16
"1454","2023-05-25",5749.04
"1455","2024-05-08",400.83
"1456","2024-03-23",9316.39
"1457","2023-01-23",6926.31
"1458","2023-10-20",6797.48
"1459","2024-02-06",2235.18
"1460","2024-05-27",6622.97
"1461","2022-07-18",3999.26
"1462","2023-11-06",6547.21
"1463","2024-03-25",1155.27
"1464","2023-01-07",6612.67
"1465","2024-03-19",9994.2
"1466","2022-09-20",577.3
"1467","2023-08-22",9774.02
"1468","2023-08-07",4128.39
"1469","2024-01-12",8720.46
"1470","2023-04-25",7845.62
"1471","2023-02-21",5713.46
"1472","2023-05-08",7410.65
"1473","2023-03-24",8797.3
"1474","2022-07-11",4100.99
"1475","2023-01-12",3337.63
"1476","2022-10-24",6709.17
"1477","2023-12-22",8097.67
"1478","2023-03-07",7646.62
"1479","2022-11-22",7998.36
"1480","2022-12-03",4412.27
"1481","2023-08-08",8196.56
"1482","2023-12-03",1290.07
"1483","2023-12-20",5490.44
"1484","2023-02-25",157.01
"1485","2023-10-31",3313.4
"1486","2024-06-24",3727.97
"1487","2023-05-15",4022.11
"1488","2024-01-04",6985.13
"1489","2022-09-21",3946.73
"1490","2023-12-01",4542.07
"1491","2023-06-06",2451.69
"1492","2023-01-08",3795.19
"1493","2023-12-09",2349.97
"1494","2023-04-07",824.64
"1495","2022-07-20",6074.14
"1496","2023-07-19",6715.31
"1497","2022-08-03",6232.95
"1498","2023-10-26",4688.59
"1499","2022-08-23",3859.88
"1500","2023-07-07",8647
"1501","2024-03-03",5238.91
"1502","2023-07-29",4843.9
"1503","2022-11-28",353.86
"1504","2022-09-02",3478.35
"1505","2022-12-04",3863.94
"1506","2023-09-27",4048.35
"1507","2023-05-14",5843.71
"1508","2024-03-07",5382.67
"1509","2024-01-09",6118.26
"1510","2024-04-28",7672.34
"1511","2022-10-15",8148.56
"1512","2023-06-29",7209.42
"1513","2023-05-03",9559.68
"1514","2022-12-30",280.5
"1515","2023-02-20",2038.2
"1516","2024-05-07",174.87
"1517","2024-02-13",6510
"1518","2023-04-28",8990.5
"1519","2024-01-02",2510.47
"1520","2023-11-11",9277.64
"1521","2024-05-30",696.65
"1522","2023-02-22",9350.92
"1523","2024-04-10",3581.06
"1524","2022-08-30",1104.07
"1525","2023-10-05",4910.13
"1526","2024-02-21",2642.09
"1527","2024-04-16",2920.24
"1528","2023-03-28",3142.17
"1529","2023-11-10",8049.96
"1530","2023-10-26",5437.7
"1531","2023-12-09",3181.95
"1532","2024-02-04",6142.3
"1533","2024-02-21",7189.89
"1534","2023-02-17",2798.98
"1535","2024-02-16",4194.14
"1536","2024-01-13",1306.67
"1537","2022-08-11",1893.38
"1538","2023-09-02",6843.07
"1539","2022-08-15",1896.24
"1540","2023-08-25",5299.12
"1541","2023-02-02",7119.56
"1542","2024-04-06",1158.08
"1543","2023-06-02",5716.39
"1544","2024-02-23",2639.97
"1545","2024-05-05",9632.98
"1546","2023-03-13",4887.1
"1547","2022-09-30",8079.33
"1548","2022-09-23",5547.24
"1549","2023-04-14",529.78
"1550","2023-03-28",6368.2
"1551","2023-11-18",9518.89
"1552","2022-12-26",6055.96
"1553","2023-01-16",8209.97
"1554","2023-12-06",8853.64
"1555","2024-03-10",2357.99
"1556","2024-01-31",2199.24
"1557","2022-08-16",6148.71
"1558","2022-10-19",4169.18
"1559","2023-08-04",8414.63
"1560","2022-09-26",9010.23
"1561","2023-01-09",3598.87
"1562","2023-02-12",2445.02
"1563","2023-11-21",7827.2
"1564","2023-09-08",2820.58
"1565","2023-09-28",8243.88
"1566","2022-12-09",4295.01
"1567","2024-03-17",6708.74
"1568","2022-08-16",1045.8
"1569","2023-09-26",6276.21
"1570","2024-05-14",4572.5
"1571","2023-02-16",5907.42
"1572","2022-12-05",1763.34
"1573","2024-05-04",7395.05
"1574","2023-12-05",8641.69
"1575","2024-02-12",2245.72
"1576","2023-08-06",1047.57
"1577","2023-06-23",334.02
"1578","2023-06-19",6455.52
"1579","2023-01-08",6110.23
"1580","2023-12-03",5512.3
"1581","2023-01-18",2396.28
"1582","2023-02-18",3969.97
"1583","2024-03-25",5985.32
"1584","2023-01-18",5017.99
"1585","2023-02-01",9879.08
"1586","2023-07-21",1450.75
"1587","2023-11-21",6981.93
"1588","2022-07-30",4102.76
"1589","2023-09-27",4339.18
"1590","2024-03-10",7204.22
"1591","2023-04-05",6955.12
"1592","2023-01-26",9913.43
"1593","2023-06-14",1371.1
"1594","2024-07-02",1130.69
"1595","2023-04-17",7270.95
"1596","2023-05-14",5826.03
"1597","2024-01-25",2814.19
"1598","2022-09-20",886.25
"1599","2022-08-10",948.02
"1600","2023-02-25",8952.49
"1601","2023-05-06",1999.49
"1602","2023-06-04",3301.38
"1603","2023-08-01",2343.9
"1604","2024-04-02",3614.46
"1605","2023-01-18",787.3
"1606","2023-03-27",5238.69
"1607","2023-01-13",769.36
"1608","2023-10-12",8023.53
"1609","2024-05-10",2413.75
"1610","2024-01-25",5446.12
"1611","2022-11-24",8812.78
"1612","2023-01-14",6543.69
"1613","2024-05-30",5376.28
"1614","2022-09-22",3310.9
"1615","2023-10-08",3396.72
"1616","2023-03-26",6727.92
"1617","2024-01-21",9941.98
"1618","2023-07-15",6652.21
"1619","2023-04-13",5622.06
"1620","2023-07-09",7333.44
"1621","2023-02-04",4705.54
"1622","2024-02-17",695.41
"1623","2022-09-01",5666.74
"1624","2024-04-15",9580.49
"1625","2023-09-22",1835.5
"1626","2022-08-01",6931.05
"1627","2024-01-20",2089.24
"1628","2023-02-08",5404.69
"1629","2023-08-29",1057.1
"1630","2024-01-05",4558.67
"1631","2024-05-29",7586.02
"1632","2023-08-08",3540.96
"1633","2022-11-22",6682.63
"1634","2023-01-19",7974.95
"1635","2022-08-28",9279.06
"1636","2023-10-30",2422.96
"1637","2024-03-20",4053.23
"1638","2023-04-16",1608.92
"1639","2023-01-11",9925.59
"1640","2024-05-19",9277.31
"1641","2023-08-29",5445.58
"1642","2023-08-15",8436.13
"1643","2022-08-01",5257.48
"1644","2022-12-30",6273.5
"1645","2023-10-06",982.33
"1646","2023-10-15",7577.18
"1647","2023-12-14",1364.36
"1648","2023-01-16",8278.07
"1649","2023-06-11",7842.08
"1650","2024-03-03",7116.57
"1651","2023-11-24",457.99
"1652","2024-03-18",3100.97
"1653","2023-10-13",2704.81
"1654","2023-02-09",3665.35
"1655","2022-10-27",967.66
"1656","2023-11-16",9375.88
"1657","2024-02-21",5582.64
"1658","2022-12-19",3124.69
"1659","2022-09-30",4030.12
"1660","2022-09-05",4527.31
"1661","2024-05-30",6045.88
"1662","2023-10-24",5205.23
"1663","2023-12-03",9201.98
"1664","2023-05-21",5019.94
"1665","2023-11-07",9922.36
"1666","2023-09-14",8529.11
"1667","2022-12-03",2164.25
"1668","2022-10-05",9312.89
"1669","2023-08-01",1252.03
"1670","2022-09-27",8192.75
"1671","2023-02-17",3868.17
"1672","2023-10-01",8791.95
"1673","2022-11-11",8693.76
"1674","2022-11-12",8078.66
"1675","2024-06-29",7921.3
"1676","2022-08-09",3116.32
"1677","2024-05-26",901.1
"1678","2023-11-28",4089.5
"1679","2022-11-28",1817.89
"1680","2023-11-27",6980.02
"1681","2023-10-19",3526.39
"1682","2023-03-05",9758.54
"1683","2024-02-12",6445.62
"1684","2023-05-13",8242.56
"1685","2023-08-30",1411.99
"1686","2022-10-18",8633.94
"1687","2022-10-14",9235.3
"1688","2024-05-25",4921.91
"1689","2022-10-02",6101.9
"1690","2023-04-08",7671.62
"1691","2024-06-24",1830.9
"1692","2023-06-20",5075.4
"1693","2024-01-08",4046.76
"1694","2023-04-16",1549.1
"1695","2024-01-26",3738.59
"1696","2022-10-09",774.91
"1697","2022-11-23",355.54
"1698","2022-09-29",1438.15
"1699","2022-12-19",9634.84
"1700","2023-12-26",5540.34
"1701","2022-09-08",9661.64
"1702","2023-10-05",4381.73
"1703","2023-04-04",3186.98
"1704","2022-07-25",5110.8
"1705","2024-02-25",4451.17
"1706","2022-07-21",1146.08
"1707","2023-12-29",6444.18
"1708","2023-01-15",2238.78
"1709","2023-12-05",6233.92
"1710","2023-01-12",6536.99
"1711","2022-11-12",1605.05
"1712","2024-05-06",707.36
"1713","2023-05-28",7829.54
"1714","2024-01-11",4652.02
"1715","2023-02-03",675.82
"1716","2023-06-22",9949.18
"1717","2023-06-04",672.03
"1718","2023-03-11",6980.85
"1719","2022-07-10",9838.42
"1720","2023-02-13",2467.88
"1721","2023-06-15",1508.27
"1722","2023-05-31",1301.71
"1723","2023-01-14",3102.42
"1724","2024-02-13",1100.35
"1725","2023-08-10",6952.4
"1726","2022-08-27",716.69
"1727","2023-05-03",5143.28
"1728","2023-11-18",9967.3
"1729","2023-02-19",8158.31
"1730","2023-08-12",6190.67
"1731","2024-05-26",3131.91
"1732","2024-03-01",6276.57
"1733","2024-05-21",5317.71
"1734","2023-09-11",4318.23
"1735","2023-11-05",1394.03
"1736","2022-09-05",8877.38
"1737","2023-09-24",4552.87
"1738","2023-06-17",2026.76
"1739","2024-04-27",3740.82
"1740","2023-03-30",4199.88
"1741","2024-07-01",8292.63
"1742","2023-01-23",7362.78
"1743","2023-08-01",7716.12
"1744","2023-10-17",209.21
"1745","2022-11-14",4219.92
"1746","2023-04-01",4865.31
"1747","2023-08-03",290
"1748","2024-03-27",2672.15
"1749","2022-09-16",7626.87
"1750","2023-10-11",1457.39
"1751","2024-03-05",5399.57
"1752","2023-02-28",2230.5
"1753","2022-08-21",220
"1754","2023-04-04",2487.89
"1755","2023-08-04",9761.15
"1756","2024-04-07",8035.22
"1757","2024-01-13",9599.81
"1758","2024-02-07",4929.76
"1759","2023-09-04",1186.39
"1760","2023-01-01",5524.8
"1761","2023-12-01",4598.34
"1762","2024-05-12",8459.14
"1763","2022-10-04",1071.02
"1764","2023-02-28",4933.59
"1765","2023-12-26",1585.48
"1766","2022-09-02",3314.29
"1767","2023-12-07",7399.84
"1768","2023-05-07",4812.58
"1769","2024-04-21",3821.29
"1770","2022-12-26",4005.32
"1771","2022-09-20",4648.52
"1772","2022-07-23",7871.66
"1773","2023-04-06",8931.64
"1774","2023-07-30",9557.81
"1775","2023-10-19",7890.34
"1776","2024-06-04",3222.53
"1777","2023-05-18",6912.53
"1778","2024-05-22",4432.27
"1779","2023-11-18",2621.24
"1780","2023-09-07",8424.63
"1781","2022-08-14",480.42
"1782","2023-02-23",9027.44
"1783","2022-12-29",4668.63
"1784","2023-01-08",6408.29
"1785","2023-06-30",6627.6
"1786","2023-10-08",8961.67
"1787","2022-08-20",6403.03
"1788","2023-07-22",6177.94
"1789","2023-04-03",759.86
"1790","2023-02-04",5232.24
"1791","2022-11-09",1586.67
"1792","2022-12-24",7400.59
"1793","2022-08-16",5171
"1794","2022-09-15",6834.26
"1795","2024-01-30",512.56
"1796","2023-12-13",939.44
"1797","2023-01-25",7191.6
"1798","2023-02-07",813.63
"1799","2023-11-12",805.44
"1800","2022-11-02",219.87
"1801","2022-11-19",9569.36
"1802","2024-03-31",7401.33
"1803","2022-08-31",3597.19
"1804","2022-08-03",3035.7
"1805","2023-12-08",3562.06
"1806","2023-04-04",7769.07
"1807","2024-03-24",6647.57
"1808","2023-09-17",1933.44
"1809","2023-09-24",1823.68
"1810","2022-12-15",1074.12
"1811","2022-12-31",6637
"1812","2023-12-20",7667.29
"1813","2023-05-04",2723.96
"1814","2022-09-20",307.36
"1815","2023-02-15",913.5
"1816","2024-05-11",9681.81
"1817","2023-04-21",3024.9
"1818","2022-08-01",7715.31
"1819","2023-11-06",6284.17
"1820","2023-12-18",3881.2
"1821","2023-08-10",2136.3
"1822","2023-09-12",1301.73
